geo,name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ton,Tonga,,,,,5343.71874,5338.08775,5246.98715,5397.2638,5446.07363,5718.27295,5717.49649,5491.07215,5740.96901,5907.84204,5601.53923,5344.13694,5491.39558,4929.41433,5697.36391,5027.27251,5206.58608,5651.06466,5702.32677,5723.8723,5588.29043,5825.04891,6875.5948,7126.29709,7038.09035,7315.17781,7321.17824,7277.8628,7009.52266,7252.72698,
tto,Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29989.208,,,
tun,Tunisia,6944.5656,6957.60454,7317.37335,7202.95435,7329.77159,7453.21892,7862.6575,8171.26881,8456.95966,8838.44455,9080.85383,9353.36802,9389.68659,9782.36667,10240.59739,10393.26391,10902.48882,11392.2949,11752.79636,11957.55127,12756.51821,12197.73102,12449.16087,12239.152,12560.81683,12686.51958,12804.17233,12671.40816,12620.15629,12716.70175,11745.41521,12119.13349,11959.20414,11164.00221,11725.62983
tur,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31697.01276,,,
tuv,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7218.57767,,,
tza,Tanzania,1435.64795,1459.42175,1376.08362,1315.07312,1348.28772,1379.00964,1485.24707,1557.43018,1679.50293,1722.81677,1754.07202,1796.0061,1936.24341,1967.92029,2038.20081,2158.25415,2298.46631,2330.70312,2338.06738,2434.9458,2512.62109,2612.91455,2673.50098,2817.9314,2931.07788,3006.6897,3135.86987,3191.81299,3389.16113,3437.80078,3384.37598,3434.17554,3477.46069,3538.47461,3656.97046
uga,Uganda,1088.7836,1079.34165,1041.75554,1103.22006,1173.67818,1350.57301,1401.39003,1463.28404,1468.27218,1506.16041,1520.1765,1502.75129,1571.61221,1610.28982,1678.04749,1723.12726,1851.36665,1975.61399,2078.02942,2218.37686,2263.00919,2368.74181,2387.66454,2434.43697,2520.89116,2512.40963,2614.96203,2563.13874,2535.55025,2661.4133,2642.86712,2626.20232,2681.57438,2713.61764,2710.96754
ukr,Ukraine,,15063.19531,14130.5625,10416.90625,8014.09668,6606.00732,5436.55273,5379.73438,5277.03857,5111.97852,4796.28027,5617.04883,5889.56445,6660.4082,7217.11426,9008,10673.8291,12969.29785,14065.4668,10595.27539,11735.39551,12983.45117,14170.25195,14405.27344,13619.93066,12836.31641,12987.18359,13934.85547,14558.27441,15209.9043,15741.77148,17328.27539,14556.22363,16516.20508,16951.98047
ury,Uruguay,13041.25769,13473.47287,14505.15212,14801.99354,15788.12421,15568.13121,16387.17765,17362.85021,18235.56622,17875.75922,17187.28233,16578.42327,15547.31102,14809.86713,15301.7348,16231.59712,16747.48408,17949.37404,18949.82666,20111.86882,21878.57061,23041.74566,22726.45848,24522.159,25017.89685,25506.56194,26932.89518,27196.50727,27151.1438,27612.02312,25372.44135,26476.34424,27494.30106,28167.31554,28939.08328
usa,USA,43036.8737,42519.88232,43261.59646,43689.89958,45011.36113,45996.38267,47470.28668,49350.28854,51526.43277,53215.69916,54978.82093,55292.36871,55557.82084,56281.74665,57877.49594,59224.79633,60729.076,60581.45666,58990.20115,57602.72396,59196.04203,59904.41924,61277.08422,61771.88631,63307.47249,64823.9348,65183.32506,66477.14091,68062.01922,69579.64529,67458.32912,71767.05879,73500.51488,74136.37079,
uzb,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9290.37393,,,
vct,St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15896.38524,,,
vnm,Vietnam,,,,,,3039.32207,3196.66785,3430.97128,3585.19352,3791.38612,3947.27723,4205.61958,4271.11523,4416.45296,4505.66132,5210.80461,5523.06309,5599.0711,5857.15473,6140.0382,6740.88352,7076.84937,7721.88625,8059.22691,8588.04938,8836.79575,9477.09047,10040.57399,10732.11699,11446.36594,11666.91478,11432.4694,12370.46551,13215.92878,14164.56944
vut,Vanuatu,,,,,,,,,,,,,2583.33107,2560.7421,2626.15804,2551.95407,2820.03331,3307.30465,3212.5113,3100.98611,3095.96638,3006.06487,3012.16521,3140.54212,3217.68198,3080.19996,3141.588,3254.93983,3686.51581,4061.84759,3567.41881,3587.8721,3423.45597,,
wsm,Samoa,,,,,,,,,,,,,,,,,,,,5616.462,5665.03645,6259.03129,6040.72962,5525.36868,6028.37373,6375.36262,6728.43403,6717.8717,6903.63799,7076.98644,6902.02975,6246.27565,6378.45316,7453.63701,8031.08566
zaf,South Africa,9428.90046,9142.95311,8779.52949,8732.21812,8883.69427,8962.11999,9309.8366,9412.66551,9308.70855,9333.13395,9578.62372,9736.21764,10117.04043,10338.23724,10825.10047,11318.8094,11965.58029,12406.02336,12764.59437,12728.72933,13157.93118,13595.64084,13524.20566,13580.70194,13467.19155,13458.61859,13444.99553,13631.78489,13547.41659,13540.98192,12840.62735,13420.58249,13278.75683,13106.89741,12917.87911
zmb,Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3198.35697,,,
zwe,Zimbabwe,,,,,,,,,,,,,,,,,,,,3209.50645,3628.86249,3941.01718,4558.48768,4724.34375,4822.88618,5236.24362,4953.12779,5683.86859,5443.72003,5079.47163,4500.57178,4751.74802,4899.29733,5309.41107,5326.19964
